id,first_name,last_name,age,gender,state,party,email,registered_date,last_voted_date,,,,,,,,,
VOT1876,Teresa,Mills,46,F,MA,Independent,teresa.mills@email.com,2008-04-02,2024-11-05,,,,,,,,,
VOT1877,Lawrence,Nichols,39,M,TN,Democrat,lawrence.nichols@email.com,2011-08-15,2024-11-05,,,,,,,,,
VOT1878,Gloria,Grant,54,F,MO,Republican,gloria.grant@email.com,2001-12-28,2022-11-08,,,,,,,,,
VOT1879,Ralph,Knight,43,M,MD,Independent,ralph.knight@email.com,2009-05-10,2024-11-05,,,,,,,,,
VOT188,Bella,Gibson,46,F,ME,Democrat,bella.gibson@email.com,2008-07-12,2024-11-05,,,,,,,,,
VOT1880,Alice,Ferguson,28,F,CO,Democrat,alice.ferguson@email.com,2019-09-22,2024-11-05,,,,,,,,,
VOT1881,Juan,Rose,51,M,OR,Republican,juan.rose@email.com,2004-02-05,2024-11-05,,,,,,,,,
VOT1882,Donna,Stone,44,F,NV,Independent,donna.stone@email.com,2009-06-18,2020-11-03,,,,,,,,,
VOT1883,Ryan,Hawkins,36,M,CT,Democrat,ryan.hawkins@email.com,2013-10-30,2024-11-05,,,,,,,,,
VOT1884,Brenda,Dunn,60,F,NJ,Republican,brenda.dunn@email.com,1998-03-15,2024-11-05,,,,,,,,,
VOT1885,Scott,Sims,40,M,IN,Independent,scott.sims@email.com,2012-07-25,2022-11-08,,,,,,,,,
VOT1886,Barbara,Hudson,47,F,WI,Democrat,barbara.hudson@email.com,2007-12-08,2024-11-05,,,,,,,,,
VOT1887,Wayne,Spencer,33,M,SC,Republican,wayne.spencer@email.com,2016-04-20,2024-11-05,,,,,,,,,
VOT1888,Nancy,Gardner,55,F,AL,Independent,nancy.gardner@email.com,2001-08-05,2024-11-05,,,,,,,,,
VOT1889,Jerry,Stephens,38,M,LA,Democrat,jerry.stephens@email.com,2012-01-18,2020-11-03,,,,,,,,,
VOT189,Mateo,McDonald,35,M,RI,Republican,mateo.mcdonald@email.com,2014-11-28,2024-11-05,,,,,,,,,
VOT1890,Helen,Payne,49,F,KY,Republican,helen.payne@email.com,2006-05-30,2024-11-05,,,,,,,,,
VOT1891,Eugene,Pierce,45,M,OK,Independent,eugene.pierce@email.com,2008-10-12,2024-11-05,,,,,,,,,
VOT1892,Mary,Berry,31,F,AR,Democrat,mary.berry@email.com,2017-02-25,2022-11-08,,,,,,,,,
VOT1893,Douglas,Arnold,52,M,IA,Republican,douglas.arnold@email.com,2004-07-08,2024-11-05,,,,,,,,,
VOT1894,Linda,Reynolds,42,F,MS,Independent,linda.reynolds@email.com,2010-11-20,2024-11-05,,,,,,,,,
VOT1895,Randy,Ellis,37,M,UT,Democrat,randy.ellis@email.com,2013-04-02,2024-11-05,,,,,,,,,
VOT1896,Sarah,Harrison,61,F,KS,Republican,sarah.harrison@email.com,1995-08-15,2020-11-03,,,,,,,,,
VOT1897,Howard,Gibson,29,M,NE,Independent,howard.gibson@email.com,2018-12-28,2024-11-05,,,,,,,,,
VOT1898,Betty,McDonald,48,F,NM,Democrat,betty.mcdonald@email.com,2007-05-10,2024-11-05,,,,,,,,,
VOT1899,Billy,Cruz,43,M,WV,Republican,billy.cruz@email.com,2009-09-22,2022-11-08,,,,,,,,,
VOT190,Aria,Cruz,51,F,MT,Independent,aria.cruz@email.com,2004-04-10,2024-11-05,,,,,,,,,
VOT1900,Christine,Marshall,35,F,ID,Independent,christine.marshall@email.com,2014-02-05,2024-11-05,,,,,,,,,
VOT1901,Ronald,Owens,54,M,HI,Democrat,ronald.owens@email.com,2001-06-18,2024-11-05,,,,,,,,,
VOT1902,Jessica,Johnston,46,F,NH,Republican,jessica.johnston@email.com,2008-10-30,2024-11-05,,,,,,,,,
VOT1903,Kenneth,Murray,39,M,ME,Independent,kenneth.murray@email.com,2011-03-15,2020-11-03,,,,,,,,,
VOT1904,Maria,Freeman,58,F,RI,Democrat,maria.freeman@email.com,2002-07-25,2024-11-05,,,,,,,,,
VOT1905,Donald,Wells,30,M,MT,Republican,donald.wells@email.com,2018-12-08,2024-11-05,,,,,,,,,
VOT1906,Sharon,Webb,44,F,DE,Independent,sharon.webb@email.com,2009-04-20,2022-11-08,,,,,,,,,
VOT1907,Frank,Simpson,40,M,SD,Democrat,frank.simpson@email.com,2012-08-05,2024-11-05,,,,,,,,,
VOT1908,Carol,Stevens,36,F,ND,Republican,carol.stevens@email.com,2013-01-18,2024-11-05,,,,,,,,,
VOT1909,Larry,Tucker,53,M,AK,Independent,larry.tucker@email.com,2003-05-30,2024-11-05,,,,,,,,,
VOT191,Kai,Marshall,37,M,DE,Democrat,kai.marshall@email.com,2013-08-22,2020-11-03,,,,,,,,,
VOT1910,Sandra,Porter,47,F,VT,Democrat,sandra.porter@email.com,2007-10-12,2020-11-03,,,,,,,,,
VOT1911,Edward,Hunter,32,M,WY,Republican,edward.hunter@email.com,2016-02-25,2024-11-05,,,,,,,,,
VOT1912,Laura,Hicks,51,F,CA,Independent,laura.hicks@email.com,2004-07-08,2024-11-05,,,,,,,,,
VOT1913,Mark,Crawford,41,M,TX,Democrat,mark.crawford@email.com,2010-11-20,2022-11-08,,,,,,,,,
VOT1914,Joyce,Henry,38,F,FL,Republican,joyce.henry@email.com,2012-04-02,2024-11-05,,,,,,,,,
VOT1915,Raymond,Boyd,60,M,NY,Independent,raymond.boyd@email.com,1998-08-15,2024-11-05,,,,,,,,,
VOT1916,Deborah,Mason,34,F,PA,Democrat,deborah.mason@email.com,2015-12-28,2024-11-05,,,,,,,,,
VOT1917,George,Morales,45,M,IL,Republican,george.morales@email.com,2008-05-10,2020-11-03,,,,,,,,,
VOT1918,Patricia,Kennedy,50,F,OH,Independent,patricia.kennedy@email.com,2004-09-22,2024-11-05,,,,,,,,,
VOT1919,Roger,Warren,43,M,MI,Democrat,roger.warren@email.com,2009-02-05,2024-11-05,,,,,,,,,
VOT192,Claire,Owens,48,F,SD,Republican,claire.owens@email.com,2007-12-15,2024-11-05,,,,,,,,,
VOT1920,Kimberly,Dixon,28,F,NC,Republican,kimberly.dixon@email.com,2019-06-18,2022-11-08,,,,,,,,,
VOT1921,Arthur,Ramos,49,M,GA,Independent,arthur.ramos@email.com,2006-10-30,2024-11-05,,,,,,,,,
VOT1922,Ruth,Reyes,42,F,VA,Democrat,ruth.reyes@email.com,2010-03-15,2024-11-05,,,,,,,,,
VOT1923,Joseph,Burns,37,M,WA,Republican,joseph.burns@email.com,2013-07-25,2024-11-05,,,,,,,,,
VOT1924,Margaret,Gordon,56,F,AZ,Independent,margaret.gordon@email.com,2000-12-08,2020-11-03,,,,,,,,,
VOT1925,Fred,Shaw,35,M,MA,Democrat,fred.shaw@email.com,2014-04-20,2024-11-05,,,,,,,,,
VOT1926,Carolyn,Holmes,48,F,TN,Republican,carolyn.holmes@email.com,2007-08-05,2024-11-05,,,,,,,,,
VOT1927,Richard,Rice,52,M,MO,Independent,richard.rice@email.com,2004-01-18,2022-11-08,,,,,,,,,
VOT1928,Janet,Robertson,31,F,MD,Democrat,janet.robertson@email.com,2017-05-30,2024-11-05,,,,,,,,,
VOT1929,Timothy,Hunt,46,M,CO,Republican,timothy.hunt@email.com,2008-10-12,2024-11-05,,,,,,,,,
VOT193,Maverick,Johnston,28,M,ND,Independent,maverick.johnston@email.com,2019-05-05,2024-11-05,,,,,,,,,
VOT1930,Pamela,Black,40,F,OR,Independent,pamela.black@email.com,2012-02-25,2024-11-05,,,,,,,,,
VOT1931,Albert,Daniels,59,M,NV,Democrat,albert.daniels@email.com,1999-07-08,2020-11-03,,,,,,,,,
VOT1932,Virginia,Palmer,44,F,CT,Republican,virginia.palmer@email.com,2009-11-20,2024-11-05,,,,,,,,,
VOT1933,Jeremy,Mills,36,M,NJ,Independent,jeremy.mills@email.com,2013-04-02,2024-11-05,,,,,,,,,
VOT1934,Frances,Nichols,51,F,IN,Democrat,frances.nichols@email.com,2004-08-15,2022-11-08,,,,,,,,,
VOT1935,Phillip,Grant,38,M,WI,Republican,phillip.grant@email.com,2012-12-28,2024-11-05,,,,,,,,,
VOT1936,Susan,Knight,33,F,SC,Independent,susan.knight@email.com,2016-05-10,2024-11-05,,,,,,,,,
VOT1937,Louis,Ferguson,47,M,AL,Democrat,louis.ferguson@email.com,2007-09-22,2024-11-05,,,,,,,,,
VOT1938,Dorothy,Rose,45,F,LA,Republican,dorothy.rose@email.com,2008-02-05,2020-11-03,,,,,,,,,
VOT1939,Patrick,Stone,60,M,KY,Independent,patrick.stone@email.com,1998-06-18,2024-11-05,,,,,,,,,
VOT194,Naomi,Murray,62,F,AK,Democrat,naomi.murray@email.com,1994-09-20,2022-11-08,,,,,,,,,
VOT1940,Rose,Hawkins,30,F,OK,Democrat,rose.hawkins@email.com,2018-10-30,2024-11-05,,,,,,,,,
VOT1941,Willie,Dunn,48,M,AR,Republican,willie.dunn@email.com,2007-03-15,2022-11-08,,,,,,,,,
VOT1942,Katherine,Sims,42,F,IA,Independent,katherine.sims@email.com,2010-07-25,2024-11-05,,,,,,,,,
VOT1943,Terry,Hudson,37,M,MS,Democrat,terry.hudson@email.com,2013-12-08,2024-11-05,,,,,,,,,
VOT1944,Amy,Spencer,54,F,UT,Republican,amy.spencer@email.com,2001-04-20,2024-11-05,,,,,,,,,
VOT1945,Harold,Gardner,39,M,KS,Independent,harold.gardner@email.com,2011-08-05,2020-11-03,,,,,,,,,
VOT1946,Christine,Stephens,56,F,NE,Democrat,christine.stephens@email.com,2000-01-18,2024-11-05,,,,,,,,,
VOT1947,Gerald,Payne,32,M,NM,Republican,gerald.payne@email.com,2016-05-30,2024-11-05,,,,,,,,,
VOT1948,Debra,Pierce,49,F,WV,Independent,debra.pierce@email.com,2006-10-12,2022-11-08,,,,,,,,,
VOT1949,Arthur,Berry,44,M,ID,Democrat,arthur.berry@email.com,2009-02-25,2024-11-05,,,,,,,,,
VOT195,Roman,Freeman,45,M,VT,Republican,roman.freeman@email.com,2008-02-10,2024-11-05,,,,,,,,,
VOT1950,Jean,Arnold,40,F,HI,Republican,jean.arnold@email.com,2012-07-08,2024-11-05,,,,,,,,,
VOT1951,Bryan,Reynolds,58,M,NH,Independent,bryan.reynolds@email.com,2002-11-20,2024-11-05,,,,,,,,,
VOT1952,Kathryn,Ellis,28,F,ME,Democrat,kathryn.ellis@email.com,2019-04-02,2020-11-03,,,,,,,,,
VOT1953,Austin,Harrison,46,M,RI,Republican,austin.harrison@email.com,2008-08-15,2024-11-05,,,,,,,,,
VOT1954,Denise,Gibson,41,F,MT,Independent,denise.gibson@email.com,2010-12-28,2024-11-05,,,,,,,,,
VOT1955,Willie,McDonald,35,M,DE,Democrat,willie.mcdonald@email.com,2014-05-10,2022-11-08,,,,,,,,,
VOT1956,Rachel,Cruz,53,F,SD,Republican,rachel.cruz@email.com,2003-09-22,2024-11-05,,,,,,,,,
VOT1957,Aaron,Marshall,47,M,ND,Independent,aaron.marshall@email.com,2007-02-05,2024-11-05,,,,,,,,,
VOT1958,Judy,Owens,38,F,AK,Democrat,judy.owens@email.com,2012-06-18,2024-11-05,,,,,,,,,
VOT1959,Jonathan,Johnston,61,M,VT,Republican,jonathan.johnston@email.com,1995-10-30,2020-11-03,,,,,,,,,
VOT196,Ellie,Wells,32,F,WY,Independent,ellie.wells@email.com,2016-06-25,2024-11-05,,,,,,,,,
VOT1960,Carolyn,Murray,34,F,WY,Independent,carolyn.murray@email.com,2015-03-15,2024-11-05,,,,,,,,,
VOT1961,Eugene,Freeman,50,M,CA,Democrat,eugene.freeman@email.com,2004-07-25,2024-11-05,,,,,,,,,
VOT1962,Sara,Wells,43,F,TX,Republican,sara.wells@email.com,2009-12-08,2022-11-08,,,,,,,,,
VOT1963,Arthur,Webb,36,M,FL,Independent,arthur.webb@email.com,2013-04-20,2024-11-05,,,,,,,,,
VOT1964,Madison,Simpson,52,F,NY,Democrat,madison.simpson@email.com,2004-08-05,2024-11-05,,,,,,,,,
VOT1965,Gabriel,Stevens,29,M,PA,Republican,gabriel.stevens@email.com,2018-01-18,2024-11-05,,,,,,,,,
VOT1966,Samantha,Tucker,48,F,IL,Independent,samantha.tucker@email.com,2007-05-30,2020-11-03,,,,,,,,,
VOT1967,Albert,Porter,42,M,OH,Democrat,albert.porter@email.com,2010-10-12,2024-11-05,,,,,,,,,
VOT1968,Patricia,Hunter,37,F,MI,Republican,patricia.hunter@email.com,2013-02-25,2024-11-05,,,,,,,,,
VOT1969,Terry,Hicks,55,M,NC,Independent,terry.hicks@email.com,2001-07-08,2022-11-08,,,,,,,,,
VOT197,Miles,Webb,54,M,CA,Democrat,miles.webb@email.com,2001-10-12,2024-11-05,,,,,,,,,
VOT1970,Amy,Crawford,31,F,GA,Democrat,amy.crawford@email.com,2017-11-20,2024-11-05,,,,,,,,,
VOT1971,Willie,Henry,49,M,VA,Republican,willie.henry@email.com,2006-04-02,2024-11-05,,,,,,,,,
VOT1972,Diana,Boyd,44,F,WA,Independent,diana.boyd@email.com,2009-08-15,2024-11-05,,,,,,,,,
VOT1973,Gerald,Mason,40,M,AZ,Democrat,gerald.mason@email.com,2012-12-28,2020-11-03,,,,,,,,,
VOT1974,Kelly,Morales,59,F,MA,Republican,kelly.morales@email.com,1999-05-10,2024-11-05,,,,,,,,,
VOT1975,Peter,Kennedy,33,M,TN,Independent,peter.kennedy@email.com,2016-09-22,2024-11-05,,,,,,,,,
VOT1976,Frances,Warren,46,F,MO,Democrat,frances.warren@email.com,2008-02-05,2022-11-08,,,,,,,,,
VOT1977,Harold,Dixon,41,M,MD,Republican,harold.dixon@email.com,2010-06-18,2024-11-05,,,,,,,,,
VOT1978,Judith,Ramos,36,F,CO,Independent,judith.ramos@email.com,2013-10-30,2024-11-05,,,,,,,,,
VOT1979,Benjamin,Reyes,54,M,OR,Democrat,benjamin.reyes@email.com,2001-03-15,2024-11-05,,,,,,,,,
VOT198,Madelyn,Simpson,39,F,TX,Republican,madelyn.simpson@email.com,2011-03-30,2020-11-03,,,,,,,,,
VOT1980,Lauren,Burns,47,F,NV,Republican,lauren.burns@email.com,2007-07-25,2020-11-03,,,,,,,,,
VOT1981,Keith,Gordon,38,M,CT,Independent,keith.gordon@email.com,2012-12-08,2024-11-05,,,,,,,,,
VOT1982,Julie,Shaw,60,F,NJ,Democrat,julie.shaw@email.com,1998-04-20,2024-11-05,,,,,,,,,
VOT1983,Carl,Holmes,35,M,IN,Republican,carl.holmes@email.com,2014-08-05,2022-11-08,,,,,,,,,
VOT1984,Teresa,Rice,51,F,WI,Independent,teresa.rice@email.com,2004-01-18,2024-11-05,,,,,,,,,
VOT1985,Lawrence,Robertson,43,M,SC,Democrat,lawrence.robertson@email.com,2009-05-30,2024-11-05,,,,,,,,,
VOT1986,Gloria,Hunt,30,F,AL,Republican,gloria.hunt@email.com,2018-10-12,2024-11-05,,,,,,,,,
VOT1987,Ralph,Black,48,M,LA,Independent,ralph.black@email.com,2007-02-25,2020-11-03,,,,,,,,,
VOT1988,Alice,Daniels,42,F,KY,Democrat,alice.daniels@email.com,2010-07-08,2024-11-05,,,,,,,,,
VOT1989,Juan,Palmer,37,M,OK,Republican,juan.palmer@email.com,2013-11-20,2024-11-05,,,,,,,,,
VOT199,Colton,Stevens,47,M,FL,Independent,colton.stevens@email.com,2007-07-15,2024-11-05,,,,,,,,,
VOT1990,Donna,Mills,56,F,AR,Independent,donna.mills@email.com,2000-04-02,2022-11-08,,,,,,,,,
VOT1991,Ryan,Nichols,31,M,IA,Democrat,ryan.nichols@email.com,2017-08-15,2024-11-05,,,,,,,,,
VOT1992,Brenda,Grant,45,F,MS,Republican,brenda.grant@email.com,2008-12-28,2024-11-05,,,,,,,,,
VOT1993,Scott,Knight,39,M,UT,Independent,scott.knight@email.com,2011-05-10,2024-11-05,,,,,,,,,
VOT1994,Barbara,Ferguson,53,F,KS,Democrat,barbara.ferguson@email.com,2003-09-22,2020-11-03,,,,,,,,,
VOT1995,Wayne,Rose,44,M,NE,Republican,wayne.rose@email.com,2009-02-05,2024-11-05,,,,,,,,,
VOT1996,Nancy,Stone,28,F,NM,Independent,nancy.stone@email.com,2019-06-18,2024-VOT1400,Rose,Crawford,51,F,KY,Democrat,rose.crawford@email.com,2004-11-20,2024-11-05
VOT200,Athena,Tucker,33,F,NY,Democrat,athena.tucker@email.com,2016-11-22,2024-11-05,,,,,,,,,
VOT201,Adrian,Porter,41,M,PA,Republican,adrian.porter@email.com,2010-04-08,2022-11-08,,,,,,,,,
VOT202,Emilia,Hunter,50,F,IL,Independent,emilia.hunter@email.com,2004-08-20,2024-11-05,,,,,,,,,
VOT203,Hunter,Hicks,29,M,OH,Democrat,hunter.hicks@email.com,2018-01-15,2024-11-05,,,,,,,,,
VOT204,Leilani,Crawford,58,F,MI,Republican,leilani.crawford@email.com,2002-05-30,2024-11-05,,,,,,,,,
VOT205,Eli,Henry,43,M,NC,Independent,eli.henry@email.com,2009-10-05,2020-11-03,,,,,,,,,
VOT206,Natalie,Boyd,36,F,GA,Democrat,natalie.boyd@email.com,2013-02-18,2024-11-05,,,,,,,,,
VOT207,Isaiah,Mason,52,M,VA,Republican,isaiah.mason@email.com,2004-06-25,2024-11-05,,,,,,,,,
VOT208,Valentina,Morales,30,F,WA,Independent,valentina.morales@email.com,2018-11-10,2022-11-08,,,,,,,,,
VOT209,Cameron,Kennedy,46,M,AZ,Democrat,cameron.kennedy@email.com,2008-03-22,2024-11-05,,,,,,,,,
VOT210,Ivy,Warren,38,F,MA,Republican,ivy.warren@email.com,2012-08-05,2024-11-05,,,,,,,,,
VOT211,Axel,Dixon,55,M,TN,Independent,axel.dixon@email.com,2001-12-18,2024-11-05,,,,,,,,,
VOT212,Alice,Ramos,34,F,MO,Democrat,alice.ramos@email.com,2015-04-30,2020-11-03,,,,,,,,,
VOT213,Chase,Reyes,49,M,MD,Republican,chase.reyes@email.com,2006-09-12,2024-11-05,,,,,,,,,
VOT214,Jade,Burns,42,F,CO,Independent,jade.burns@email.com,2010-02-25,2024-11-05,,,,,,,,,
VOT215,Xavier,Gordon,27,M,OR,Democrat,xavier.gordon@email.com,2020-06-08,2022-11-08,,,,,,,,,
VOT216,Clara,Shaw,61,F,NV,Republican,clara.shaw@email.com,1995-10-20,2024-11-05,,,,,,,,,
VOT217,Blake,Holmes,45,M,CT,Independent,blake.holmes@email.com,2008-04-05,2024-11-05,,,,,,,,,
VOT218,Maya,Rice,31,F,NJ,Democrat,maya.rice@email.com,2017-08-18,2024-11-05,,,,,,,,,
VOT219,Diego,Robertson,53,M,IN,Republican,diego.robertson@email.com,2003-01-10,2020-11-03,,,,,,,,,
VOT220,Delilah,Hunt,40,F,WI,Independent,delilah.hunt@email.com,2012-05-22,2024-11-05,,,,,,,,,
VOT2201,Lawrence,Mason,36,M,SD,Democrat,lawrence.mason@email.com,2013-12-28,2024-11-05,,,,,,,,,
VOT2202,Gloria,Morales,58,F,ND,Republican,gloria.morales@email.com,2002-05-10,2024-11-05,,,,,,,,,
VOT2203,Ralph,Kennedy,28,M,AK,Independent,ralph.kennedy@email.com,2019-09-22,2024-11-05,,,,,,,,,
VOT2204,Alice,Warren,45,F,VT,Democrat,alice.warren@email.com,2008-02-05,2020-11-03,,,,,,,,,
VOT2205,Juan,Dixon,41,M,WY,Republican,juan.dixon@email.com,2010-06-18,2024-11-05,,,,,,,,,
VOT2206,Donna,Ramos,34,F,CA,Independent,donna.ramos@email.com,2015-10-30,2024-11-05,,,,,,,,,
VOT2207,Ryan,Reyes,52,M,TX,Democrat,ryan.reyes@email.com,2004-03-15,2022-11-08,,,,,,,,,
VOT2208,Brenda,Burns,37,F,FL,Republican,brenda.burns@email.com,2013-07-25,2024-11-05,,,,,,,,,
VOT2209,Scott,Gordon,48,M,NY,Independent,scott.gordon@email.com,2007-12-08,2024-11-05,,,,,,,,,
VOT221,Cooper,Black,48,M,SC,Democrat,cooper.black@email.com,2007-09-30,2024-11-05,,,,,,,,,
VOT2210,Barbara,Shaw,44,F,PA,Democrat,barbara.shaw@email.com,2009-04-20,2024-11-05,,,,,,,,,
VOT2211,Wayne,Holmes,60,M,IL,Republican,wayne.holmes@email.com,1998-08-05,2020-11-03,,,,,,,,,
VOT2212,Nancy,Rice,30,F,OH,Independent,nancy.rice@email.com,2018-01-18,2024-11-05,,,,,,,,,
VOT2213,Jerry,Robertson,46,M,MI,Democrat,jerry.robertson@email.com,2008-05-30,2024-11-05,,,,,,,,,
VOT2214,Helen,Hunt,43,F,NC,Republican,helen.hunt@email.com,2009-10-12,2022-11-08,,,,,,,,,
VOT2215,Eugene,Black,38,M,GA,Independent,eugene.black@email.com,2012-02-25,2024-11-05,,,,,,,,,
VOT2216,Mary,Daniels,55,F,VA,Democrat,mary.daniels@email.com,2001-07-08,2024-11-05,,,,,,,,,
VOT2217,Douglas,Palmer,31,M,WA,Republican,douglas.palmer@email.com,2017-11-20,2024-11-05,,,,,,,,,
VOT2218,Linda,Mills,49,F,AZ,Independent,linda.mills@email.com,2006-04-02,2020-11-03,,,,,,,,,
VOT2219,Randy,Nichols,42,M,MA,Democrat,randy.nichols@email.com,2010-08-15,2024-11-05,,,,,,,,,
VOT222,Sienna,Daniels,35,F,AL,Republican,sienna.daniels@email.com,2014-02-15,2022-11-08,,,,,,,,,
VOT2220,Sarah,Grant,35,F,TN,Republican,sarah.grant@email.com,2014-12-28,2024-11-05,,,,,,,,,
VOT2221,Howard,Knight,57,M,MO,Independent,howard.knight@email.com,2000-05-10,2022-11-08,,,,,,,,,
VOT2222,Betty,Ferguson,39,F,MD,Democrat,betty.ferguson@email.com,2011-09-22,2024-11-05,,,,,,,,,
VOT2223,Billy,Rose,47,M,CO,Republican,billy.rose@email.com,2007-02-05,2024-11-05,,,,,,,,,
VOT2224,Christine,Stone,53,F,OR,Independent,christine.stone@email.com,2003-06-18,2024-11-05,,,,,,,,,
VOT2225,Ronald,Hawkins,33,M,NV,Democrat,ronald.hawkins@email.com,2016-10-30,2020-11-03,,,,,,,,,
VOT2226,Jessica,Dunn,45,F,CT,Republican,jessica.dunn@email.com,2008-03-15,2024-11-05,,,,,,,,,
VOT2227,Kenneth,Sims,40,M,NJ,Independent,kenneth.sims@email.com,2012-07-25,2024-11-05,,,,,,,,,
VOT2228,Maria,Hudson,61,F,IN,Democrat,maria.hudson@email.com,1995-12-08,2022-11-08,,,,,,,,,
VOT2229,Donald,Spencer,36,M,WI,Republican,donald.spencer@email.com,2013-04-20,2024-11-05,,,,,,,,,
VOT223,Beau,Palmer,57,M,LA,Independent,beau.palmer@email.com,2000-06-28,2024-11-05,,,,,,,,,
VOT2230,Sharon,Gardner,50,F,SC,Independent,sharon.gardner@email.com,2004-08-05,2024-11-05,,,,,,,,,
VOT2231,Frank,Stephens,44,M,AL,Democrat,frank.stephens@email.com,2009-01-18,2024-11-05,,,,,,,,,
VOT2232,Carol,Payne,29,F,LA,Republican,carol.payne@email.com,2018-05-30,2020-11-03,,,,,,,,,
VOT2233,Larry,Pierce,48,M,KY,Independent,larry.pierce@email.com,2007-10-12,2024-11-05,,,,,,,,,
VOT2234,Sandra,Berry,41,F,OK,Democrat,sandra.berry@email.com,2010-02-25,2024-11-05,,,,,,,,,
VOT2235,Edward,Arnold,37,M,AR,Republican,edward.arnold@email.com,2013-07-08,2022-11-08,,,,,,,,,
VOT2236,Laura,Reynolds,56,F,IA,Independent,laura.reynolds@email.com,2000-11-20,2024-11-05,,,,,,,,,
VOT2237,Mark,Ellis,32,M,MS,Democrat,mark.ellis@email.com,2016-04-02,2024-11-05,,,,,,,,,
VOT2238,Joyce,Harrison,46,F,UT,Republican,joyce.harrison@email.com,2008-08-15,2024-11-05,,,,,,,,,
VOT2239,Raymond,Gibson,39,M,KS,Independent,raymond.gibson@email.com,2011-12-28,2020-11-03,,,,,,,,,
VOT224,Josie,Mills,29,F,KY,Democrat,josie.mills@email.com,2018-11-12,2024-11-05,,,,,,,,,
VOT2240,Deborah,McDonald,54,F,NE,Democrat,deborah.mcdonald@email.com,2001-05-10,2024-11-05,,,,,,,,,
VOT2241,George,Cruz,43,M,NM,Republican,george.cruz@email.com,2009-09-22,2024-11-05,,,,,,,,,
VOT2242,Patricia,Marshall,28,F,WV,Independent,patricia.marshall@email.com,2019-02-05,2022-11-08,,,,,,,,,
VOT2243,Roger,Owens,51,M,ID,Democrat,roger.owens@email.com,2004-06-18,2024-11-05,,,,,,,,,
VOT2244,Kimberly,Johnston,44,F,HI,Republican,kimberly.johnston@email.com,2009-10-30,2024-11-05,,,,,,,,,
VOT2245,Arthur,Murray,38,M,NH,Independent,arthur.murray@email.com,2012-03-15,2024-11-05,,,,,,,,,
VOT2246,Ruth,Freeman,60,F,ME,Democrat,ruth.freeman@email.com,1998-07-25,2020-11-03,,,,,,,,,
VOT2247,Joseph,Wells,35,M,RI,Republican,joseph.wells@email.com,2014-12-08,2024-11-05,,,,,,,,,
VOT2248,Margaret,Webb,49,F,MT,Independent,margaret.webb@email.com,2006-04-20,2024-11-05,,,,,,,,,
VOT2249,Fred,Simpson,42,M,DE,Democrat,fred.simpson@email.com,2010-08-05,2022-11-08,,,,,,,,,
VOT225,Micah,Nichols,44,M,OK,Republican,micah.nichols@email.com,2009-04-25,2024-11-05,,,,,,,,,
VOT2250,Carolyn,Stevens,30,F,SD,Republican,carolyn.stevens@email.com,2018-01-18,2024-11-05,,,,,,,,,
VOT2251,Richard,Tucker,47,M,ND,Independent,richard.tucker@email.com,2007-05-30,2024-11-05,,,,,,,,,
VOT2252,Janet,Porter,41,F,AK,Democrat,janet.porter@email.com,2010-10-12,2024-11-05,,,,,,,,,
VOT2253,Timothy,Hunter,36,M,VT,Republican,timothy.hunter@email.com,2013-02-25,2020-11-03,,,,,,,,,
VOT2254,Pamela,Hicks,55,F,WY,Independent,pamela.hicks@email.com,2001-07-08,2024-11-05,,,,,,,,,
VOT2255,Albert,Crawford,48,M,CA,Democrat,albert.crawford@email.com,2007-11-20,2024-11-05,,,,,,,,,
VOT2256,Virginia,Henry,32,F,TX,Republican,virginia.henry@email.com,2016-04-02,2022-11-08,,,,,,,,,
VOT2257,Jeremy,Boyd,45,M,FL,Independent,jeremy.boyd@email.com,2008-08-15,2024-11-05,,,,,,,,,
VOT2258,Frances,Mason,40,F,NY,Democrat,frances.mason@email.com,2012-12-28,2024-11-05,,,,,,,,,
VOT2259,Phillip,Morales,37,M,PA,Republican,phillip.morales@email.com,2013-05-10,2024-11-05,,,,,,,,,
VOT226,Emery,Grant,37,F,AR,Independent,emery.grant@email.com,2013-08-08,2020-11-03,,,,,,,,,
VOT2260,Susan,Kennedy,59,F,IL,Independent,susan.kennedy@email.com,1999-09-22,2020-11-03,,,,,,,,,
VOT2261,Louis,Warren,33,M,OH,Democrat,louis.warren@email.com,2016-02-05,2024-11-05,,,,,,,,,
VOT2262,Dorothy,Dixon,46,F,MI,Republican,dorothy.dixon@email.com,2008-06-18,2024-11-05,,,,,,,,,
VOT2263,Patrick,Ramos,43,M,NC,Independent,patrick.ramos@email.com,2009-10-30,2022-11-08,,,,,,,,,
VOT2264,Rose,Reyes,38,F,GA,Democrat,rose.reyes@email.com,2012-03-15,2024-11-05,,,,,,,,,
VOT2265,Willie,Burns,54,M,VA,Republican,willie.burns@email.com,2001-07-25,2024-11-05,,,,,,,,,
VOT2266,Katherine,Gordon,29,F,WA,Independent,katherine.gordon@email.com,2018-12-08,2024-11-05,,,,,,,,,
VOT2267,Terry,Shaw,50,M,AZ,Democrat,terry.shaw@email.com,2004-04-20,2020-11-03,,,,,,,,,
VOT2268,Amy,Holmes,44,F,MA,Republican,amy.holmes@email.com,2009-08-05,2024-11-05,,,,,,,,,
VOT2269,Harold,Rice,39,M,TN,Independent,harold.rice@email.com,2011-01-18,2024-11-05,,,,,,,,,
